date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Covid cases,abs retail_and_recreation,abs grocery_and_pharmacy,abs parks,abs transit_stations,abs workplaces,abs residential,norm retail_and_recreation,norm grocery_and_pharmacy,norm parks,norm transit_stations,norm workplaces,norm residential,norm Covid cases
17/08/2021,-33,12,-13,-50,-37,24,14090,33,12,13,50,37,24,-0.417721519,0.218181818,-0.317073171,-0.595238095,-0.486842105,0.615384615,0.628008558
18/08/2021,-35,7,-14,-52,-35,24,14025,35,7,14,52,35,24,-0.443037975,0.127272727,-0.341463415,-0.619047619,-0.460526316,0.615384615,0.625111428
19/08/2021,-34,10,-14,-53,-37,24,13592,34,10,14,53,37,24,-0.430379747,0.181818182,-0.341463415,-0.630952381,-0.486842105,0.615384615,0.605812088
20/08/2021,-36,9,-20,-54,-33,26,16616,36,9,20,54,33,26,-0.455696203,0.163636364,-0.487804878,-0.642857143,-0.434210526,0.666666667,0.740595472
21/08/2021,-34,11,-19,-49,-24,20,10181,34,11,19,49,24,20,-0.430379747,0.2,-0.463414634,-0.583333333,-0.315789474,0.512820513,0.45377964
22/08/2021,-40,3,-19,-51,-11,18,7802,40,3,19,51,11,18,-0.506329114,0.054545455,-0.463414634,-0.607142857,-0.144736842,0.461538462,0.347744696
23/08/2021,-28,13,-10,-46,-30,22,18135,28,13,10,46,30,22,-0.35443038,0.236363636,-0.243902439,-0.547619048,-0.394736842,0.564102564,0.808299162
24/08/2021,-31,10,-14,-46,-34,23,17552,31,10,14,46,34,23,-0.392405063,0.181818182,-0.341463415,-0.547619048,-0.447368421,0.58974359,0.782314138
25/08/2021,-30,14,-12,-47,-34,23,17351,30,14,12,47,34,23,-0.379746835,0.254545455,-0.292682927,-0.55952381,-0.447368421,0.58974359,0.773355322
26/08/2021,-30,14,-15,-47,-34,23,15713,30,14,15,47,34,23,-0.379746835,0.254545455,-0.365853659,-0.55952381,-0.447368421,0.58974359,0.700347656
27/08/2021,-32,12,-19,-50,-30,25,17198,32,12,19,50,30,25,-0.405063291,0.218181818,-0.463414634,-0.595238095,-0.394736842,0.641025641,0.766535924
28/08/2021,-31,15,-20,-45,-14,18,12736,31,15,20,45,14,18,-0.392405063,0.272727273,-0.487804878,-0.535714286,-0.184210526,0.461538462,0.567659119
29/08/2021,-38,7,-17,-48,-11,17,9531,38,7,17,48,11,17,-0.481012658,0.127272727,-0.414634146,-0.571428571,-0.144736842,0.435897436,0.424808344
30/08/2021,-32,9,-10,-55,-56,27,14879,32,9,10,55,56,27,-0.405063291,0.163636364,-0.243902439,-0.654761905,-0.736842105,0.692307692,0.663175254
31/08/2021,-25,21,-11,-42,-32,21,21454,25,21,11,42,32,21,-0.316455696,0.381818182,-0.268292683,-0.5,-0.421052632,0.538461538,0.956231057
01/09/2021,-29,17,-14,-46,-34,23,20921,29,17,14,46,34,23,-0.367088608,0.309090909,-0.341463415,-0.547619048,-0.447368421,0.58974359,0.932474594
02/09/2021,-28,17,-15,-48,-33,23,18102,28,17,15,48,33,23,-0.35443038,0.309090909,-0.365853659,-0.571428571,-0.434210526,0.58974359,0.806828312
03/09/2021,-31,14,-19,-50,-30,24,21065,31,14,19,50,30,24,-0.392405063,0.254545455,-0.463414634,-0.595238095,-0.394736842,0.615384615,0.938892851
04/09/2021,-30,16,-21,-46,-14,19,13160,30,16,21,46,14,19,-0.379746835,0.290909091,-0.512195122,-0.547619048,-0.184210526,0.487179487,0.586557319
05/09/2021,-37,9,-17,-48,-11,17,10732,37,9,17,48,11,17,-0.46835443,0.163636364,-0.414634146,-0.571428571,-0.144736842,0.435897436,0.478338385
06/09/2021,-28,12,-15,-46,-31,22,22408,28,12,15,46,31,22,-0.35443038,0.218181818,-0.365853659,-0.547619048,-0.407894737,0.564102564,0.998752006
07/09/2021,-29,14,-18,-47,-35,23,21110,29,14,18,47,35,23,-0.367088608,0.254545455,-0.43902439,-0.55952381,-0.460526316,0.58974359,0.940898556
08/09/2021,-40,-4,-25,-55,-39,26,17851,40,4,25,55,39,26,-0.506329114,-0.072727273,-0.609756098,-0.654761905,-0.513157895,0.666666667,0.795640934
09/09/2021,-28,17,-15,-48,-34,22,17919,28,17,15,48,34,22,-0.35443038,0.309090909,-0.365853659,-0.571428571,-0.447368421,0.564102564,0.798671778
10/09/2021,-31,14,-21,-50,-30,24,21898,31,14,21,50,30,24,-0.392405063,0.254545455,-0.512195122,-0.595238095,-0.394736842,0.615384615,0.976020681
11/09/2021,-33,10,-26,-48,-15,20,13812,33,10,26,48,15,20,-0.417721519,0.181818182,-0.634146341,-0.571428571,-0.197368421,0.512820513,0.615617757
12/09/2021,-37,8,-21,-50,-10,18,10389,37,8,21,50,10,18,-0.46835443,0.145454545,-0.512195122,-0.595238095,-0.131578947,0.461538462,0.463050455
13/09/2021,-26,16,-10,-45,-30,21,22436,26,16,10,45,30,21,-0.329113924,0.290909091,-0.243902439,-0.535714286,-0.394736842,0.538461538,1
14/09/2021,-26,17,-12,-45,-34,22,19543,26,17,12,45,34,22,-0.329113924,0.309090909,-0.292682927,-0.535714286,-0.447368421,0.564102564,0.871055447
15/09/2021,-24,23,-10,-44,-33,22,18792,24,23,10,44,33,22,-0.303797468,0.418181818,-0.243902439,-0.523809524,-0.434210526,0.564102564,0.837582457
16/09/2021,-25,21,-15,-46,-33,22,16043,25,21,15,46,33,22,-0.316455696,0.381818182,-0.365853659,-0.547619048,-0.434210526,0.564102564,0.71505616
17/09/2021,-26,20,-16,-47,-30,23,17897,26,20,16,47,30,23,-0.329113924,0.363636364,-0.390243902,-0.55952381,-0.394736842,0.58974359,0.797691211
18/09/2021,-24,22,-15,-42,-14,17,11686,24,22,15,42,14,17,-0.303797468,0.4,-0.365853659,-0.5,-0.184210526,0.435897436,0.520859333
19/09/2021,-34,10,-17,-46,-11,17,8882,34,10,17,46,11,17,-0.430379747,0.181818182,-0.414634146,-0.547619048,-0.144736842,0.435897436,0.395881619
20/09/2021,-23,17,-10,-43,-31,22,21112,23,17,10,43,31,22,-0.291139241,0.309090909,-0.243902439,-0.511904762,-0.407894737,0.564102564,0.940987698
21/09/2021,-23,21,-9,-43,-33,22,18545,23,21,9,43,33,22,-0.291139241,0.381818182,-0.219512195,-0.511904762,-0.434210526,0.564102564,0.826573364
22/09/2021,-24,19,-10,-45,-31,22,17225,24,19,10,45,31,22,-0.303797468,0.345454545,-0.243902439,-0.535714286,-0.407894737,0.564102564,0.767739347
23/09/2021,-25,18,-10,-45,-31,22,14282,25,18,10,45,31,22,-0.316455696,0.327272727,-0.243902439,-0.535714286,-0.407894737,0.564102564,0.636566233
24/09/2021,-26,18,-14,-47,-28,23,13580,26,18,14,47,28,23,-0.329113924,0.327272727,-0.341463415,-0.55952381,-0.368421053,0.58974359,0.605277233
25/09/2021,-23,21,-12,-41,-12,17,8770,23,21,12,41,12,17,-0.291139241,0.381818182,-0.292682927,-0.488095238,-0.157894737,0.435897436,0.390889642
26/09/2021,-30,14,-9,-44,-8,15,6608,30,14,9,44,8,15,-0.379746835,0.254545455,-0.219512195,-0.523809524,-0.105263158,0.384615385,0.294526654
27/09/2021,-22,19,-5,-42,-28,21,14709,22,19,5,42,28,21,-0.278481013,0.345454545,-0.12195122,-0.5,-0.368421053,0.538461538,0.655598146
28/09/2021,-23,19,-7,-42,-31,21,12941,23,19,7,42,31,21,-0.291139241,0.345454545,-0.170731707,-0.5,-0.407894737,0.538461538,0.57679622
29/09/2021,-23,21,-5,-43,-31,21,10952,23,21,5,43,31,21,-0.291139241,0.381818182,-0.12195122,-0.511904762,-0.407894737,0.538461538,0.488144054
30/09/2021,-19,28,-7,-41,-29,21,10607,19,28,7,41,29,21,-0.240506329,0.509090909,-0.170731707,-0.488095238,-0.381578947,0.538461538,0.472766982
01/10/2021,-21,27,-12,-44,-26,22,10595,21,27,12,44,26,22,-0.265822785,0.490909091,-0.292682927,-0.523809524,-0.342105263,0.564102564,0.472232127
02/10/2021,-20,26,-12,-39,-11,16,6294,20,26,12,39,11,16,-0.253164557,0.472727273,-0.292682927,-0.464285714,-0.144736842,0.41025641,0.280531289
03/10/2021,-26,21,-8,-40,-7,15,4714,26,21,8,40,7,15,-0.329113924,0.381818182,-0.195121951,-0.476190476,-0.092105263,0.384615385,0.210108754
04/10/2021,-21,20,-9,-42,-28,21,9566,21,20,9,42,28,21,-0.265822785,0.363636364,-0.219512195,-0.5,-0.368421053,0.538461538,0.426368337
05/10/2021,-24,16,-14,-43,-31,21,8252,24,16,14,43,31,21,-0.303797468,0.290909091,-0.341463415,-0.511904762,-0.407894737,0.538461538,0.367801747
06/10/2021,-21,23,-7,-42,-29,21,7871,21,23,7,42,29,21,-0.265822785,0.418181818,-0.170731707,-0.5,-0.381578947,0.538461538,0.350820111
07/10/2021,-21,23,-7,-42,-28,21,7584,21,23,7,42,28,21,-0.265822785,0.418181818,-0.170731707,-0.5,-0.368421053,0.538461538,0.338028169
08/10/2021,-23,21,-13,-44,-26,22,7153,23,21,13,44,26,22,-0.291139241,0.381818182,-0.317073171,-0.523809524,-0.342105263,0.564102564,0.318817971
09/10/2021,-20,24,-12,-39,-10,16,4725,20,24,12,39,10,16,-0.253164557,0.436363636,-0.292682927,-0.464285714,-0.131578947,0.41025641,0.210599037
10/10/2021,-24,20,-6,-40,-5,14,3969,24,20,6,40,5,14,-0.303797468,0.363636364,-0.146341463,-0.476190476,-0.065789474,0.358974359,0.176903191
11/10/2021,-21,17,-9,-41,-26,20,7905,21,17,9,41,26,20,-0.265822785,0.309090909,-0.219512195,-0.488095238,-0.342105263,0.512820513,0.352335532
12/10/2021,-25,15,-12,-43,-31,21,6041,25,15,12,43,31,21,-0.316455696,0.272727273,-0.292682927,-0.511904762,-0.407894737,0.538461538,0.269254769
13/10/2021,-21,20,-7,-42,-28,20,5896,21,20,7,42,28,20,-0.265822785,0.363636364,-0.170731707,-0.5,-0.368421053,0.512820513,0.262791942
14/10/2021,-20,21,-8,-42,-27,20,5354,20,21,8,42,27,20,-0.253164557,0.381818182,-0.195121951,-0.5,-0.355263158,0.512820513,0.238634338
15/10/2021,-19,26,-12,-41,-24,21,5401,19,26,12,41,24,21,-0.240506329,0.472727273,-0.292682927,-0.488095238,-0.315789474,0.538461538,0.240729185
16/10/2021,-12,35,-3,-33,-8,14,3654,12,35,3,33,8,14,-0.151898734,0.636363636,-0.073170732,-0.392857143,-0.105263158,0.358974359,0.162863255
17/10/2021,-17,30,6,-34,-2,13,2615,17,30,6,34,2,13,-0.215189873,0.545454545,0.146341463,-0.404761905,-0.026315789,0.333333333,0.116553753
18/10/2021,-14,27,2,-36,-25,19,5556,14,27,2,36,25,19,-0.17721519,0.490909091,0.048780488,-0.428571429,-0.328947368,0.487179487,0.247637725
19/10/2021,-15,27,0,-37,-28,20,4384,15,27,0,37,28,20,-0.189873418,0.490909091,0,-0.44047619,-0.368421053,0.512820513,0.19540025
20/10/2021,-16,26,0,-38,-27,20,4142,16,26,0,38,27,20,-0.202531646,0.472727273,0,-0.452380952,-0.355263158,0.512820513,0.184614013
21/10/2021,-16,27,-1,-39,-26,20,3658,16,27,1,39,26,20,-0.202531646,0.490909091,-0.024390244,-0.464285714,-0.342105263,0.512820513,0.16304154
22/10/2021,-17,27,-4,-40,-23,21,3406,17,27,4,40,23,21,-0.215189873,0.490909091,-0.097560976,-0.476190476,-0.302631579,0.538461538,0.151809592
23/10/2021,-15,27,-2,-34,-7,15,2128,15,27,2,34,7,15,-0.189873418,0.490909091,-0.048780488,-0.404761905,-0.092105263,0.384615385,0.094847566
24/10/2021,-19,25,8,-35,-3,13,1806,19,25,8,35,3,13,-0.240506329,0.454545455,0.195121951,-0.416666667,-0.039473684,0.333333333,0.080495632
25/10/2021,-15,25,3,-37,-24,19,3966,15,25,3,37,24,19,-0.189873418,0.454545455,0.073170732,-0.44047619,-0.315789474,0.487179487,0.176769478
26/10/2021,-13,31,5,-34,-26,19,2930,13,31,5,34,26,19,-0.164556962,0.563636364,0.12195122,-0.404761905,-0.342105263,0.487179487,0.130593689
27/10/2021,-13,30,8,-36,-26,19,2708,13,30,8,36,26,19,-0.164556962,0.545454545,0.195121951,-0.428571429,-0.342105263,0.487179487,0.120698877
28/10/2021,-11,33,11,-35,-25,18,2561,11,33,11,35,25,18,-0.139240506,0.6,0.268292683,-0.416666667,-0.328947368,0.461538462,0.114146907
29/10/2021,-9,38,1,-34,-21,19,2346,9,38,1,34,21,19,-0.113924051,0.690909091,0.024390244,-0.404761905,-0.276315789,0.487179487,0.104564093
30/10/2021,-5,44,8,-24,-5,12,1596,5,44,8,24,5,12,-0.063291139,0.8,0.195121951,-0.285714286,-0.065789474,0.307692308,0.071135675
31/10/2021,-10,40,21,-27,-1,10,1224,10,40,21,27,1,10,-0.126582278,0.727272727,0.512195122,-0.321428571,-0.013157895,0.256410256,0.054555179
01/11/2021,-22,21,22,-49,-62,24,1466,22,21,22,49,62,24,-0.278481013,0.381818182,0.536585366,-0.583333333,-0.815789474,0.615384615,0.065341416
02/11/2021,-13,31,6,-35,-30,19,2336,13,31,6,35,30,19,-0.164556962,0.563636364,0.146341463,-0.416666667,-0.394736842,0.487179487,0.104118381
03/11/2021,-11,34,7,-33,-24,18,2082,11,34,7,33,24,18,-0.139240506,0.618181818,0.170731707,-0.392857143,-0.315789474,0.461538462,0.09279729
04/11/2021,-11,31,7,-35,-24,18,1922,11,31,7,35,24,18,-0.139240506,0.563636364,0.170731707,-0.416666667,-0.315789474,0.461538462,0.085665894
05/11/2021,-12,32,2,-37,-20,20,2090,12,32,2,37,20,20,-0.151898734,0.581818182,0.048780488,-0.44047619,-0.263157895,0.512820513,0.09315386
06/11/2021,-6,36,9,-29,-3,13,1572,6,36,9,29,3,13,-0.075949367,0.654545455,0.219512195,-0.345238095,-0.039473684,0.333333333,0.070065965
07/11/2021,-10,33,19,-29,2,11,1005,10,33,19,29,2,11,-0.126582278,0.6,0.463414634,-0.345238095,0.026315789,0.282051282,0.044794081
08/11/2021,-8,31,10,-33,-21,18,1696,8,31,10,33,21,18,-0.101265823,0.563636364,0.243902439,-0.392857143,-0.276315789,0.461538462,0.075592797
09/11/2021,-11,30,4,-34,-25,19,1465,11,30,4,34,25,19,-0.139240506,0.545454545,0.097560976,-0.404761905,-0.328947368,0.487179487,0.065296844
10/11/2021,-9,34,9,-34,-23,18,1316,9,34,9,34,23,18,-0.113924051,0.618181818,0.219512195,-0.404761905,-0.302631579,0.461538462,0.058655732
11/11/2021,-8,34,7,-34,-22,18,1155,8,34,7,34,22,18,-0.101265823,0.618181818,0.170731707,-0.404761905,-0.289473684,0.461538462,0.051479765
12/11/2021,-10,32,2,-35,-19,19,1173,10,32,2,35,19,19,-0.126582278,0.581818182,0.048780488,-0.416666667,-0.25,0.487179487,0.052282047
13/11/2021,-3,39,8,-25,-2,13,673,3,39,8,25,2,13,-0.037974684,0.709090909,0.195121951,-0.297619048,-0.026315789,0.333333333,0.029996434
14/11/2021,-5,38,21,-24,5,10,549,5,38,21,24,5,10,-0.063291139,0.690909091,0.512195122,-0.285714286,0.065789474,0.256410256,0.024469602
15/11/2021,-2,39,11,-28,-19,17,1272,2,39,11,28,19,17,-0.025316456,0.709090909,0.268292683,-0.333333333,-0.25,0.435897436,0.056694598
16/11/2021,0,45,12,-26,-23,18,976,0,45,12,26,23,18,0,0.818181818,0.292682927,-0.30952381,-0.302631579,0.461538462,0.043501515
17/11/2021,-3,41,12,-29,-22,18,859,3,41,12,29,22,18,-0.037974684,0.745454545,0.292682927,-0.345238095,-0.289473684,0.461538462,0.038286682
18/11/2021,-2,40,12,-29,-21,18,748,2,40,12,29,21,18,-0.025316456,0.727272727,0.292682927,-0.345238095,-0.276315789,0.461538462,0.033339276
19/11/2021,-4,38,8,-31,-18,19,749,4,38,8,31,18,19,-0.050632911,0.690909091,0.195121951,-0.369047619,-0.236842105,0.487179487,0.033383847
20/11/2021,1,41,13,-20,-1,12,541,1,41,13,20,1,12,0.012658228,0.745454545,0.317073171,-0.238095238,-0.013157895,0.307692308,0.024113033
21/11/2021,1,43,24,-18,5,10,413,1,43,24,18,5,10,0.012658228,0.781818182,0.585365854,-0.214285714,0.065789474,0.256410256,0.018407916
22/11/2021,-2,37,15,-27,-19,17,744,2,37,15,27,19,17,-0.025316456,0.672727273,0.365853659,-0.321428571,-0.25,0.435897436,0.033160991
23/11/2021,-3,38,12,-27,-22,18,676,3,38,12,27,22,18,-0.037974684,0.690909091,0.292682927,-0.321428571,-0.289473684,0.461538462,0.030130148
24/11/2021,-4,36,11,-29,-21,18,580,4,36,11,29,21,18,-0.050632911,0.654545455,0.268292683,-0.345238095,-0.276315789,0.461538462,0.02585131
25/11/2021,0,41,13,-26,-21,17,653,0,41,13,26,21,17,0,0.745454545,0.317073171,-0.30952381,-0.276315789,0.435897436,0.02910501
26/11/2021,-1,42,9,-26,-18,18,541,1,42,9,26,18,18,-0.012658228,0.763636364,0.219512195,-0.30952381,-0.236842105,0.461538462,0.024113033
27/11/2021,5,47,19,-15,0,11,376,5,47,19,15,0,11,0.063291139,0.854545455,0.463414634,-0.178571429,0,0.282051282,0.016758781
28/11/2021,1,42,28,-15,6,10,324,1,42,28,15,6,10,0.012658228,0.763636364,0.682926829,-0.178571429,0.078947368,0.256410256,0.014441077
29/11/2021,9,50,28,-19,-21,16,489,9,50,28,19,21,16,0.113924051,0.909090909,0.682926829,-0.226190476,-0.276315789,0.41025641,0.021795329
30/11/2021,11,53,34,-23,-48,20,324,11,53,34,23,48,20,0.139240506,0.963636364,0.829268293,-0.273809524,-0.631578947,0.512820513,0.014441077
01/12/2021,1,45,19,-23,-20,16,442,1,45,19,23,20,16,0.012658228,0.818181818,0.463414634,-0.273809524,-0.263157895,0.41025641,0.019700481
02/12/2021,0,44,15,-25,-20,17,469,0,44,15,25,20,17,0,0.8,0.365853659,-0.297619048,-0.263157895,0.435897436,0.020903904
03/12/2021,-2,41,10,-27,-16,18,427,2,41,10,27,16,18,-0.025316456,0.745454545,0.243902439,-0.321428571,-0.210526316,0.461538462,0.019031913
04/12/2021,6,48,20,-14,2,12,253,6,48,20,14,2,12,0.075949367,0.872727273,0.487804878,-0.166666667,0.026315789,0.307692308,0.01127652
05/12/2021,6,49,32,-9,10,9,191,6,49,32,9,10,9,0.075949367,0.890909091,0.780487805,-0.107142857,0.131578947,0.230769231,0.008513104
06/12/2021,4,44,24,-21,-16,16,349,4,44,24,21,16,16,0.050632911,0.8,0.585365854,-0.25,-0.210526316,0.41025641,0.015555357
07/12/2021,3,44,19,-19,-17,16,355,3,44,19,19,17,16,0.037974684,0.8,0.463414634,-0.226190476,-0.223684211,0.41025641,0.015822785
08/12/2021,10,51,30,-27,-41,20,242,10,51,30,27,41,20,0.126582278,0.927272727,0.731707317,-0.321428571,-0.539473684,0.512820513,0.010786236
09/12/2021,2,44,15,-24,-14,16,308,2,44,15,24,14,16,0.025316456,0.8,0.365853659,-0.285714286,-0.184210526,0.41025641,0.013727937
10/12/2021,4,48,12,-24,-10,17,301,4,48,12,24,10,17,0.050632911,0.872727273,0.292682927,-0.285714286,-0.131578947,0.435897436,0.013415939
11/12/2021,10,52,19,-11,8,11,182,10,52,19,11,8,11,0.126582278,0.945454545,0.463414634,-0.130952381,0.105263158,0.282051282,0.008111963
12/12/2021,12,55,29,-4,20,8,163,12,55,29,4,20,8,0.151898734,1,0.707317073,-0.047619048,0.263157895,0.205128205,0.00726511
